Year,Date Of Incident,Route,Operator,Group Name,Bus Garage,Borough,Injury Result Description,Incident Event Type,Victim Category,Victims Sex,Victims Age
2015,01-09-15,203,London United,London United,Garage Not Available,None London Borough,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,204,Metroline,Metroline,Garage Not Available,Brent,Injuries treated on scene,Assault,Passenger,Male,Youth
2015,01-09-15,207,Metroline West,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,208,Selkent,Stagecoach,Garage Not Available,Bromley,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,209,Metroline,Metroline,Garage Not Available,Hammersmith & Fulham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,211,Abellio London,Abellio,Garage Not Available,Kensington & Chelsea,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,214,Metroline,Metroline,Garage Not Available,Camden,Injuries treated on scene,Collision Incident,Pedestrian,Male,Unknown
2015,01-09-15,214,Metroline,Metroline,Garage Not Available,Camden,Injuries treated on scene,Collision Incident,Pedestrian,Male,Unknown
2015,01-09-15,217,Metroline,Metroline,Garage Not Available,Haringey,Injuries treated on scene,Safety Critical Failure,Passenger,Female,Adult
2015,01-09-15,217,Metroline,Metroline,Garage Not Available,Haringey,Injuries treated on scene,Safety Critical Failure,Passenger,Female,Adult
2015,01-09-15,217,Metroline,Metroline,Garage Not Available,Haringey,Injuries treated on scene,Safety Critical Failure,Passenger,Female,Child
2015,01-09-15,217,Metroline,Metroline,Garage Not Available,Haringey,Injuries treated on scene,Safety Critical Failure,Passenger,Male,Child
2015,01-09-15,217,Metroline,Metroline,Garage Not Available,None London Borough,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,220,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Assault,Passenger,Female,Youth
2015,01-09-15,220,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Assault,Passenger,Female,Youth
2015,01-09-15,220,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Assault,Passenger,Female,Youth
2015,01-09-15,220,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,220,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Passenger,Male,Unknown
2015,01-09-15,220,London United,London United,Garage Not Available,Hammersmith & Fulham,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Female,Adult
2015,01-09-15,220,London United,London United,Garage Not Available,Hammersmith & Fulham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,220,London United,London United,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,221,Arriva London North,Arriva London,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,221,Arriva London North,Arriva London,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,222,London United,London United,Garage Not Available,Hillingdon,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,227,Selkent,Stagecoach,Garage Not Available,Bromley,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,227,Selkent,Stagecoach,Garage Not Available,Bromley,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Child
2015,01-09-15,234,Metroline,Metroline,Garage Not Available,Haringey,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,235,Abellio West,Abellio,Garage Not Available,Hounslow,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,240,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,242,Arriva London North,Arriva London,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,243,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,244,London General,Go-Ahead,Garage Not Available,Greenwich,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,245,Metroline West,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,245,Metroline West,Metroline,Garage Not Available,Brent,Injuries treated on scene,Onboard Injuries,Passenger,Male,Elderly
2015,01-09-15,247,East London,Stagecoach,Garage Not Available,Havering,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,249,London General,Go-Ahead,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,250,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,250,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
2015,01-09-15,250,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,251,London Sovereign,London United,Garage Not Available,Barnet,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Elderly
2015,01-09-15,254,Arriva London North,Arriva London,Garage Not Available,Hackney,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
2015,01-09-15,254,Arriva London North,Arriva London,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,254,Arriva London North,Arriva London,Garage Not Available,Hackney,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,254,Arriva London North,Arriva London,Garage Not Available,Hackney,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Male,Adult
2015,01-09-15,254,Arriva London North,Arriva London,Garage Not Available,Hackney,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Unknown,Unknown
2015,01-09-15,254,Arriva London North,Arriva London,Garage Not Available,Hackney,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Unknown,Unknown
2015,01-09-15,254,Arriva London North,Arriva London,Garage Not Available,Hackney,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,254,Arriva London North,Arriva London,Garage Not Available,Islington,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,254,Arriva London North,Arriva London,Garage Not Available,Tower Hamlets,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,255,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,257,London General,Go-Ahead,Garage Not Available,Newham,Injuries treated on scene,Vandalism Hooliganism,Passenger,Female,Adult
2015,01-09-15,257,London General,Go-Ahead,Garage Not Available,Waltham Forest,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,257,London General,Go-Ahead,Garage Not Available,Waltham Forest,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child
2015,01-09-15,258,Arriva The Shires,Arriva The Shires,Garage Not Available,None London Borough,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2015,01-09-15,259,London General,Go-Ahead,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,259,London General,Go-Ahead,Garage Not Available,Haringey,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,259,London General,Go-Ahead,Garage Not Available,Haringey,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,259,London General,Go-Ahead,Garage Not Available,Islington,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child
2015,01-09-15,259,London General,Go-Ahead,Garage Not Available,Islington,Reported Minor Injury - Treated at Hospital,Collision Incident,3rd Party driver / Occupant,Male,Adult
2015,01-09-15,260,Metroline,Metroline,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child
2015,01-09-15,260,Metroline,Metroline,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child
2015,01-09-15,263,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,263,Metroline,Metroline,Garage Not Available,Islington,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,263,Metroline,Metroline,Garage Not Available,Islington,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,263,Metroline,Metroline,Garage Not Available,Islington,Injuries treated on scene,Onboard Injuries,Passenger,Male,Youth
2015,01-09-15,264,Arriva London South,Arriva London,Garage Not Available,Wandsworth,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,264,Arriva London South,Arriva London,Garage Not Available,Wandsworth,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,266,Tower Transit,Tower Transit,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,01-09-15,267,London United,London United,Garage Not Available,Richmond Upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,268,Arriva The Shires,Arriva The Shires,Garage Not Available,Camden,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,275,East London,Stagecoach,Garage Not Available,Waltham Forest,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Child
2015,01-09-15,277,East London,Stagecoach,Garage Not Available,Tower Hamlets,Injuries treated on scene,Onboard Injuries,Pedestrian,Male,Adult
2015,01-09-15,279,Arriva London North,Arriva London,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,279,Arriva London North,Arriva London,Garage Not Available,Enfield,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,279,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,279,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,279,Arriva London North,Arriva London,Garage Not Available,Haringey,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,281,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,281,London United,London United,Garage Not Available,Richmond Upon Thames,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult
2015,01-09-15,283,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child
2015,01-09-15,284,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,285,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,285,London United,London United,Garage Not Available,None London Borough,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,01-09-15,287,East London,Stagecoach,Garage Not Available,Barking & Dagenham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,288,Arriva The Shires,Arriva The Shires,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,288,Arriva The Shires,Arriva The Shires,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,296,East London,Stagecoach,Garage Not Available,Havering,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2015,01-09-15,296,East London,Stagecoach,Garage Not Available,Havering,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2015,01-09-15,296,East London,Stagecoach,Garage Not Available,Havering,Injuries treated on scene,Collision Incident,Passenger,Female,Child
2015,01-09-15,296,East London,Stagecoach,Garage Not Available,Havering,Injuries treated on scene,Collision Incident,Passenger,Male,Adult
2015,01-09-15,297,Metroline,Metroline,Garage Not Available,Brent,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Pedestrian,Female,Elderly
2015,01-09-15,302,Metroline,Metroline,Garage Not Available,Brent,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Motorcyclist,Male,Adult
2015,01-09-15,303,Arriva The Shires,Arriva The Shires,Garage Not Available,Barnet,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2015,01-09-15,303,Arriva The Shires,Arriva The Shires,Garage Not Available,Barnet,Injuries treated on scene,Collision Incident,Passenger,Female,Child
2015,01-09-15,303,Arriva The Shires,Arriva The Shires,Garage Not Available,Barnet,Injuries treated on scene,Collision Incident,Passenger,Male,Adult
2015,01-09-15,307,Arriva London North,Arriva London,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,307,Arriva London North,Arriva London,Garage Not Available,Enfield,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,313,Arriva London North,Arriva London,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,318,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,319,Arriva London South,Arriva London,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,319,Arriva London South,Arriva London,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,321,London Central,Go-Ahead,Garage Not Available,Greenwich,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,322,London General,Go-Ahead,Garage Not Available,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Female,Adult
2015,01-09-15,325,Arriva London North,Arriva London,Garage Not Available,Newham,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
